temperature,humidity,rainfall,water_contamination,sanitation_coverage,population_density,reported_cases,cholera_outbreak,location
25.824582803960837,45.36838736862323,35.407350692882254,0.06205105263543276,27.278584080458362,2983.3608951735687,9,0,Region-82
32.23705789444759,65.07904513041481,200.1095477694056,0.4759759686597461,44.019032551231156,9518.72356216473,15,0,Region-18
22.789877213040835,91.19708791403212,288.46106929982176,0.26983760481787766,45.32518110431962,4417.000059713817,12,0,Region-46
25.842892970704362,91.36921731967962,427.4584792798855,0.7152292897762982,88.66909567149094,4350.711721852852,10,0,Region-40
27.327236865873836,45.95425989518086,487.12126276086826,0.9571065528560324,65.65991247403092,6812.98715089022,12,0,Region-36
29.12139968434072,45.44325296486985,219.74625628493183,0.6909741511515639,46.53653107056304,7698.928766831277,11,1,Region-4
35.70351922786027,55.761728620116116,30.223461492635106,0.8869339297092035,58.094916785719015,4808.031507438851,13,0,Region-8
23.993475643167194,92.48596375323962,374.55778951293536,0.45302401360120637,95.85687099927468,2218.608926946069,9,0,Region-67
30.284688768272233,47.734155104409936,282.5866281119687,0.7716407371953017,20.189320894890585,7755.755562983654,11,1,Region-16
31.848291377240848,83.19980815764677,223.94567242223158,0.8430434366717035,28.694396955222228,3271.4776212489132,10,1,Region-44
20.929008254399953,46.06993717678619,154.63443939609485,0.7108756275835424,96.62758359278997,1833.5966160091903,11,0,Region-100
32.150897038028766,77.38827122486953,251.19926392176782,0.5077772860695646,96.15923636744837,6353.237880257631,9,0,Region-8
23.41048247374583,61.36403794714869,169.33980222851548,0.625866109615368,25.94488791382954,995.491303204469,7,1,Region-83
21.30103185970559,87.33483777795202,378.50593387368014,0.7005069956788803,23.05979354127684,9716.391483351945,10,1,Region-100
38.977710745066666,54.021426929521816,271.94684824632054,0.2530844032214269,47.897662090475784,6360.732917680156,8,0,Region-34
39.31264066149119,78.35210976339759,438.423887077056,0.8095792609149848,14.47464632391722,9860.365657125383,7,1,Region-78
36.167946962329225,54.1409520745531,271.77195732472103,0.9503245389672733,68.9413179056626,3455.044892438497,6,0,Region-5
26.092275383467413,82.81961698672923,119.13120666996502,0.465239315179936,16.974641949556798,9714.93109578494,8,0,Region-29
21.95344228012768,92.42068207364493,425.54594111607224,0.7010671831098774,15.222666438485266,1541.0662525133735,9,1,Region-63
33.684660530243136,47.6081079476056,278.60952246502194,0.737025905790354,53.66682425879643,502.8782462355817,8,0,Region-58
28.803049874792027,91.99574131573021,103.42051907178063,0.6622475475214803,96.20079724990913,426.54219850056535,10,0,Region-88
22.440764696895577,75.61451526485789,311.75390497811105,0.5471151083286355,48.41163424568436,4702.2166689323485,13,0,Region-66
29.903538202225405,47.62662945202144,178.85838247121376,0.8816479545748106,42.0833042794496,921.7415550380883,9,1,Region-36
20.687770422304368,65.65251132158272,422.2028061460329,0.44892670926889444,99.81610439520573,5170.462053259257,11,0,Region-10
38.186408041575646,49.65161760910587,226.64986932327142,0.06110295648660358,57.87720647012651,3342.2549847381147,12,0,Region-64
25.17559963200034,82.02087333199417,363.22067905370835,0.8445563757121602,43.771726620122365,3422.7270254937443,8,1,Region-17
33.25044568707964,85.53208806507698,47.768103818118576,0.6739812723165507,44.727473200744164,6392.529065797181,8,0,Region-30
26.23422152178822,46.34779121636794,198.0121731511731,0.8492586264996466,27.546354643015942,1714.6702609010397,5,0,Region-22
30.401360423556216,70.36839116167866,491.62071823619937,0.1385474424446943,56.1000751702785,7688.878366363338,12,0,Region-23
30.934205586865595,88.87750336155503,404.23014473857415,0.03075294050971633,49.49695253512052,5862.106105808484,15,0,Region-71
23.69708911051054,96.16978249305978,79.97040118346432,0.9343745403825013,34.371576671267206,9157.951825590359,8,0,Region-6
39.39169255529117,70.8110720045062,138.88202473862754,0.14772830585057428,24.44860779415838,3711.922472298482,9,0,Region-88
35.502656467222295,97.01675341668442,164.90790442818053,0.8096523320704518,38.011498180079826,9828.878421464542,7,1,Region-89
38.78997883128378,72.14133822736179,325.18278024772286,0.8232099421806358,55.78149949189564,5800.6937024688295,11,0,Region-76
37.89654700855297,63.65142967599448,378.49737974482775,0.708705200549003,15.24999450563215,9736.679366256585,9,1,Region-9
31.957999576221702,90.89218771317373,374.76330440395486,0.13126221109287095,23.83696257255604,367.90047506644174,9,0,Region-67
38.437484700462335,69.57896262748534,254.9370281532014,0.6673986245608076,95.28915402721859,7306.965591882641,17,0,Region-62
21.76985004103839,68.31415063387138,405.41026891907563,0.8890865833268656,58.85698159282051,8184.553090498089,13,0,Region-82
23.919657248382904,69.4187493645897,218.53904137873752,0.42553164480088324,15.710437329403408,626.415538097227,9,0,Region-25
20.90454577821076,90.80710011218471,61.940282647780954,0.41351685437859886,72.37789828926157,5831.799673760833,10,0,Region-87
26.506606615265287,89.91649250128313,282.22092082690665,0.4428583095794191,15.562258307113126,8039.228706535539,7,0,Region-19
27.77354579378964,64.21119954641267,476.1506923005534,0.08227189067620644,76.49868043417356,5654.28337970842,10,0,Region-28
25.426980635477918,59.9979915922315,396.49682569625566,0.8920255690299734,77.49664495480242,731.7545450141197,6,0,Region-10
36.57475018303859,69.51568144234776,289.35032384612117,0.8691828639805104,68.59710781743274,6965.127684893283,13,0,Region-50
27.135066533871786,74.36635058422654,323.40283017454846,0.9979093217902862,75.89840901574148,699.9094552657555,10,0,Region-35
25.618690193747614,54.30023263767982,465.28101351778633,0.5851831414984134,17.916920291175195,8192.942060662741,7,0,Region-37
30.853921663164968,87.63730508293543,214.17139721748023,0.7511916364513858,75.41024971197409,526.0384147362745,8,0,Region-95
22.818484499495252,69.18896594394538,165.69706947131868,0.2026719063073047,22.301948775149466,1460.234072002671,7,0,Region-49
36.043939615080795,60.042732905197575,488.6207825002245,0.6675288182241695,40.555531654465945,2823.565146180358,15,1,Region-26
21.491012873595416,46.409259577839435,431.7215667551667,0.6497328487573907,94.84707281505696,6370.31144338192,12,0,Region-64
39.73773873201034,54.33070962421642,161.5217923093012,0.9012087358416124,55.25879298932261,9765.95508634993,10,0,Region-85
35.44489538593315,96.95687030535902,231.8902986804614,0.8307927228390741,97.06837888747124,1266.4462409373507,13,0,Region-40
23.974313630683447,58.30598120917159,207.53906450389954,0.9384664626177631,18.003021299806377,1512.8059252177923,8,1,Region-48
20.110442342472048,50.13155736202212,74.54783933571696,0.8688334727016075,52.980093960686204,3751.816927339705,11,0,Region-93
36.30922856909668,67.6403674992996,478.90966190662954,0.868693894898852,15.616208824918358,8378.56946377767,14,1,Region-18
34.13714687695234,58.42526460161492,202.1562156098794,0.06372332668871827,66.71892361593564,4725.58643223306,4,0,Region-72
34.58014336081975,42.10955501627165,437.664541318954,0.8459619526959559,17.083630123166476,3283.9449425326343,8,1,Region-51
35.42540693371892,59.38871303676504,94.67811384033253,0.6074783945031181,25.783102228633958,5655.917938867727,8,0,Region-62
21.480893034681806,72.64651743636811,273.93540531860987,0.3804444517659612,33.29472790623524,2679.179654712925,10,0,Region-100
27.169314570885454,73.10274232119801,11.980692562134909,0.05651462438806232,77.38694664980349,4071.483081750457,9,0,Region-89
22.317381190502594,61.39353527061332,382.1102419211543,0.6776737747680467,24.756590693626727,3392.7909773972146,15,1,Region-51
37.26206851751187,66.83816537515604,290.45694912313917,0.32820175053761746,86.1968847963761,8060.996121904995,10,0,Region-54
32.46596253655116,97.93107509408598,312.79479173487636,0.46777626498603475,21.871354494772078,9250.131691736207,11,0,Region-3
26.617960497052984,62.6409086338187,25.86044127732673,0.6817284370551343,13.17200041631407,7619.764702353427,10,0,Region-96
21.27116700572047,55.49360879559898,105.5191651043077,0.9117745470241428,45.55408770727011,4446.927402696837,12,1,Region-56
26.219646434313244,54.60802264400561,37.16543617679008,0.8254369156049984,98.14974777741656,5092.916277216971,6,0,Region-32
26.503666440534943,67.46587676224806,144.45715790190587,0.45059712910359984,19.93080050098995,1338.2295699014132,10,0,Region-58
34.59212356676128,85.57120892301664,313.7195038410755,0.3877831574463789,19.154659963566615,7493.960640231924,9,0,Region-85
32.75114942710427,52.35929105130839,283.0929921586876,0.23977973884404746,77.60498597160615,6005.109226010936,10,0,Region-51
37.744254851526534,82.55776762844609,306.07491080669513,0.37242675117596824,38.09455245942088,9034.15596176062,8,0,Region-6
29.444298503238986,41.268989400964976,274.62563568894717,0.11104638729189831,74.55534555031453,2086.0503213940165,14,0,Region-43
22.391884918766035,65.13597867903675,136.5143978379297,0.9711055083647545,28.0009530499027,7621.28860713286,12,1,Region-33
34.2648957444599,86.5519039121672,122.25374867221261,0.5739174439595789,51.406479477834665,6878.249451019978,10,0,Region-73
35.21570097233795,60.32397734646588,68.52984176829064,0.1278058427952129,33.876088997402604,2731.8707847165465,9,0,Region-68
31.225543951389923,73.82422608672397,424.535437451746,0.3528060092659058,50.63753933911782,6707.048531454168,15,0,Region-86
35.41934359909122,52.298753969554646,308.2396792706222,0.547039143620656,79.21873833267735,9251.296467708831,7,0,Region-1
29.875911927287817,84.51972346757034,93.25550625202989,0.5328856366408696,78.58089464298955,9192.516277904477,11,0,Region-47
30.45465658763988,43.13674619612558,88.60468991061975,0.035503368718632355,56.41950589063513,7224.303087709799,8,0,Region-82
28.550820367170992,91.15255869253002,436.51780076306835,0.9508410342291114,93.55346593489459,575.9238140871951,9,0,Region-22
20.508382534881903,51.891783185300085,371.3654318816597,0.2753756814749446,33.74056922034466,8735.416939469598,13,0,Region-89
22.157828539866088,92.46388190249985,329.6995399526857,0.01618466893189119,31.62802160073098,6612.0082093449455,7,0,Region-98
20.628583713734685,61.15175447803104,203.4320537696499,0.07644400895028247,65.24257610578903,3173.299106509071,10,0,Region-91
32.72820822527561,83.3610144684692,130.98778213925877,0.580194903247977,65.916733079511,1953.7785808864232,7,0,Region-3
26.287119621526536,59.15351786717131,489.7253815564119,0.13778552067509686,14.188603560847659,1250.4182436734393,8,0,Region-99
30.171413823294056,94.35470027407885,398.6197875114001,0.04172479285350328,64.69999411482078,597.3453026518337,10,0,Region-13
38.15132947852186,47.59822753110246,150.88961156813824,0.37962646641271136,43.69925416141129,7565.622154712489,12,0,Region-69
24.9858445829775,50.71118735635592,423.78239813924733,0.6227611923401886,77.26982727885031,2434.8456895384256,11,0,Region-9
28.207658460712594,69.58180750952813,379.46597430734073,0.11183980484161238,82.72950980907456,340.1040668282252,8,0,Region-67
35.11102277086097,44.91630634228877,148.54027493899918,0.31332783215131554,59.69384375923329,4032.979453235694,6,0,Region-54
24.57596330983245,51.758811082105716,213.27642712081985,0.4177606716245422,10.153452835203858,4877.810097864155,8,0,Region-39
21.53959819657586,96.62598293272086,92.97672269551333,0.15946009778676717,67.27292291499779,1775.3792859112564,11,0,Region-91
25.79502905827536,98.58937966887322,55.52622218905468,0.5060738984667101,77.39931516993408,536.0785280092427,7,0,Region-89
23.22442574508009,62.57555975982532,361.3810164198484,0.0852140869017709,32.40849396083628,1972.3422826708818,18,0,Region-39
38.59395304685146,95.39716126083613,133.7559286769333,0.04651849634506866,51.818140102670995,6823.117342182086,9,0,Region-26
36.16240759128834,72.6894805404059,410.0296828731268,0.5198353671551348,96.91539610706094,914.2124047869434,7,0,Region-86
32.66807513020847,56.18454795242602,497.80435575721305,0.24789697275087563,36.83039980546931,5594.866602514239,11,0,Region-98
37.429211803754356,82.14392326483592,38.309906964824336,0.09537380789802752,30.08379259375667,1549.47868029085,6,0,Region-84
36.07344153798229,79.53410839449143,236.51756254185014,0.4239125874876323,28.976931143020913,2037.3228184461518,8,0,Region-3
23.731401177720716,99.34751914652401,401.03127965540153,0.9151407395173947,60.292075091859665,3991.471044340317,6,0,Region-41
37.85117996979956,55.902837244557,394.47544827061677,0.7241924466541549,95.48083911772058,1098.1708269319402,6,0,Region-22
30.786844838313016,80.32357015970413,379.9985791654842,0.8156159153470276,64.78211162803191,1814.7146775439073,13,0,Region-27
36.14880310328125,43.12142530176681,174.49746765095549,0.8719139887586365,37.299080821389396,3554.628873368406,10,1,Region-44
37.92182599846986,46.81876232180316,226.92662784252616,0.9726277413964189,67.47128002607087,3363.723154433832,7,0,Region-25
26.360069499437277,40.2351024970656,297.4841786707351,0.763246573514173,66.23580678380087,7517.787708189746,10,0,Region-6
22.201038490553536,99.96764086358039,486.9702917866286,0.6084079219394797,63.72326221566888,840.3448207516012,8,0,Region-4
24.558703250838832,88.13642182884867,163.77363546924644,0.3654258803022472,24.34835861994718,8618.4622830968,9,0,Region-20
28.542155772525128,87.20338088401245,461.5719438584289,0.18164323655771608,67.11101194104947,8180.698490320603,6,0,Region-84
36.36029531844986,70.58356451729078,134.67845909024706,0.6866598739832943,48.714800726304965,7683.31723295019,12,1,Region-70
37.21461166512687,58.0040249743264,494.5372327368523,0.9949499861219419,11.673285276073003,3162.786388385012,6,1,Region-40
20.139042610623815,49.07585706776055,335.1318434137959,0.46735868461891905,58.578803843274564,8246.529676853796,7,0,Region-48
30.214946051551316,57.08048433078782,231.75574017927548,0.7236793680928076,99.03400706965759,1909.74059486388,11,0,Region-74
28.348220062975578,62.55827331574835,306.69521403180244,0.49509244999315616,41.47656317595852,1331.6511379647795,12,0,Region-33
24.442156209414605,85.37860581881765,136.2655845201034,0.4319334233634766,96.90032964867923,545.0677015459248,9,0,Region-19
22.397307346673657,72.37970733418913,137.0869287557333,0.4103056135599151,18.65851674963351,9399.172593755202,7,0,Region-55
26.75230342807256,44.64901759332896,56.777271921746916,0.5046246829316976,75.92051042805757,3149.3078872822093,12,0,Region-62
38.858194078250385,41.081740537534735,57.02514885269938,0.36689566186537503,20.28969951965518,9184.41701376127,12,0,Region-69
26.464058640415104,46.13993077204379,173.83587073445565,0.7487733218218078,34.621441619974675,2798.874259041364,9,1,Region-37
30.37581243486732,64.62992282184277,381.42773894818583,0.8742720265915166,61.375675178991195,9084.902997429861,5,0,Region-20
34.060379177903556,95.9915750229411,303.98558379908127,0.8828853066451842,63.3501724579074,9048.897623176274,11,0,Region-97
27.27259204758588,78.2441488725533,51.292280165510405,0.22769871342582593,79.76901855107542,9244.392845606057,11,0,Region-90
39.435641654419214,88.1095539925309,426.11826248795546,0.8959091387314908,65.37802665046954,5011.919048913518,6,0,Region-31
39.24894589884222,67.98247567027292,300.6838134950332,0.34155123185510505,63.42532339425047,8672.868239309031,7,0,Region-42
25.035645916507285,61.69996499170257,480.42778839238986,0.30930766548529764,92.11177782902244,9512.58237205647,13,0,Region-10
29.94497011784771,46.50402236299736,335.0927337056038,0.7267560573982359,50.69446769882415,3313.707724782077,6,0,Region-46
26.017566196335395,92.55598133117229,87.5874318520905,0.30469634008628943,30.273920082554955,4246.856616257295,10,0,Region-43
25.696809887549353,86.98960174167416,236.89168115391112,0.05296640560971011,24.560972652126722,7220.477854623866,10,0,Region-86
20.737738947090655,50.087085855863506,324.24879877360206,0.373617772310308,45.99951371285498,3073.5622350606786,10,0,Region-82
32.19128667959794,70.73563383257563,14.132350524988846,0.721465600358349,74.14774796743262,7562.712158235324,12,0,Region-19
30.05358046457723,69.2424884752747,7.455132077403947,0.3269584202701765,13.828913643691081,831.5322376139859,10,0,Region-28
21.029575024999787,77.50549316119171,64.70150029928395,0.6295590559951465,21.61480478584655,5282.634004456568,10,0,Region-28
25.57292928473223,96.77121363947568,125.83221752273538,0.6601194442631304,19.55021140932755,1310.9034924290775,10,1,Region-84
38.165317719333075,74.78628650574878,214.77456176033778,0.7337360117263562,62.67251377463129,3003.902416723097,6,0,Region-16
24.79123781333945,72.4130360067171,243.7202368798942,0.8971304663109364,31.857818547813963,2660.3913856160725,10,1,Region-89
22.897897441824462,43.019375976079836,69.0138044689484,0.43256449926843143,24.963348547125683,8405.427528270395,8,0,Region-57
29.78905520555126,43.774448561081435,336.6957895579154,0.16643207666245707,63.34936477687201,2015.820828521355,9,0,Region-31
39.71300908221201,51.240807479607334,298.0690308482674,0.3189257154318894,78.51789239071414,8103.6344095752775,9,0,Region-26
24.84110543023001,41.948246301504895,147.2320494205801,0.4321672551739859,39.893942480739796,7960.207424488428,18,0,Region-62
33.44271094811757,84.60117373420074,6.829941717646005,0.7138914693281131,62.03841451089365,5038.942250016576,9,0,Region-10
35.232392306574354,83.3998182396378,38.82395767664537,0.013122125561633502,18.831197187951418,2415.048230401683,10,0,Region-90
24.752750879847994,48.16337406589858,195.8473877554197,0.31578538343987894,94.1671927411813,2346.2737655666047,11,0,Region-66
34.56432697223719,90.16473404771685,76.98717558284196,0.7798425810193168,40.320656678329556,4702.754006446893,7,0,Region-94
27.355662654385064,49.28716209076672,188.40980307398542,0.6708577033306954,99.77551238561512,187.20917319581147,5,0,Region-73
32.64611661187159,58.07053521984153,314.09130225517754,0.7317399735856052,98.07289802648039,5360.372470652525,9,0,Region-95
32.670594215217896,54.9386139496819,273.6187139396418,0.8118107694391947,80.09411044022303,9532.517305093848,11,0,Region-11
30.71549368149517,62.33842591438287,115.58794156869712,0.7832357188779623,11.806038586627004,1631.5981304397055,7,1,Region-33
21.805795401088165,55.27982595339771,171.9112456293762,0.6821831661527781,58.9127428345927,5776.121652608474,11,0,Region-88
36.70604991178476,69.33705558630712,307.0155992243253,0.4396615323705906,17.815277839601034,9621.609017580122,5,0,Region-100
26.415601299434716,64.44447288128113,430.42751402172433,0.9835983288781539,90.56242233653646,8619.169180966841,12,0,Region-46
23.730370207997083,99.19416944675959,376.6067193694386,0.5690731955900737,81.06726273826627,8518.763152175268,7,0,Region-59
20.81550283109528,43.35558100769354,276.70001341670746,0.20276920936883913,97.51063389361147,8236.314310922271,10,0,Region-54
31.817858863764837,48.530882583241095,181.1464991582431,0.2928128551047844,64.75446578348158,3159.3336999562375,10,0,Region-99
33.55128723684565,43.16955363451615,182.52563877090273,0.69356245597047,56.99555240359042,8917.10662954144,7,0,Region-46
20.331756578557123,77.55047169894254,439.70865513219803,0.9247395651994635,56.707647034994885,9419.269477208394,7,0,Region-81
30.24186116598562,43.27055664482317,19.6217880202732,0.17872012920589753,44.78035370089104,5008.34499066049,7,0,Region-40
24.529915503958758,90.1863842425674,493.9913222101305,0.08234649574578634,52.182106050622686,3610.253367868642,8,0,Region-65
32.903455808188994,70.71631784091566,332.18770542578113,0.8815310480420061,67.18713248218153,4200.867254497975,8,0,Region-96
23.487328580099827,71.62045747489202,340.5688495361953,0.9152779789128344,93.96528468006494,3408.643774129529,8,0,Region-15
33.81875476204932,73.69567046273166,18.998918652371078,0.27637934531589947,63.629590443042794,2202.9425760429467,16,0,Region-46
27.734706926010748,50.248822378372644,302.7646374456361,0.37728572437123986,87.14043480856304,6222.639855503605,10,0,Region-28
38.73459977473469,51.86141818686925,242.3890300452235,0.6601879974978584,87.65019201722505,5669.709173828696,13,0,Region-96
22.750418882919867,59.12903937238028,52.889453447033496,0.3299300208424748,56.69494082634333,4679.592203288828,11,0,Region-18
26.82132702100517,75.60978494931109,138.96100538467954,0.8771587082700529,41.27226773478594,1048.8693281798346,10,1,Region-80
22.269470424811782,52.607066556412875,445.15722810682564,0.10757870271386272,67.56164859988729,7989.240350589398,7,0,Region-56
38.49387236557126,46.979903627995675,274.99420793297645,0.03798222096019521,50.128960772335844,1831.8422712328131,15,0,Region-26
37.54678706761962,98.20701318510592,206.70828758695436,0.2084862067427895,17.32967805897396,1234.1642296208765,11,0,Region-27
25.15883255430311,41.318908888577376,36.341077920405475,0.286087778204969,44.00281903891903,6268.40681528118,9,0,Region-12
33.199680920683576,88.1618443201613,357.0607637011528,0.11292659128887506,99.46649242443924,4046.5791762534595,13,0,Region-54
36.34444400402432,87.28210897450133,351.42541169801626,0.06569042934064673,14.366068302365848,692.1039059880618,11,0,Region-4
31.10401623198925,57.83284683070576,307.0218034862818,0.7556077135017982,72.7000220710834,3620.1267141144763,7,0,Region-30
30.59301156712013,48.137596960438806,255.13132311032462,0.16427656590225737,85.70698345641225,7740.6254876211315,8,0,Region-37
24.837045818009035,48.7377188023254,216.89220110368635,0.913922199066304,68.38533131278409,6190.967131649266,7,0,Region-27
21.862055356117985,81.84589703423154,296.6355464939962,0.36799966144809604,61.277340804696095,3691.581627571268,8,0,Region-90
37.944315159066534,78.56839546517043,116.69772586420335,0.6706058097213454,73.67989752808818,1998.867437182422,16,0,Region-3
38.00836114326661,86.9647404550832,470.62953208882385,0.22540211476880023,48.64084635696901,6354.776645967255,7,0,Region-94
32.66202914546536,96.24887034394628,294.3972645901148,0.24032276849186684,18.222556357798908,8886.797479368917,14,0,Region-41
26.780595820974014,81.51564179599552,155.59622217718828,0.5747092028675753,96.61345788730435,6498.099908357546,18,0,Region-62
26.984191492253217,49.35109219308661,224.83992544257865,0.5606429251459861,48.907069298577646,8147.74816103722,7,0,Region-96
34.51911357740479,54.60655700592464,402.84239443844615,0.7687292280120813,69.88503134512158,5263.1256016882735,6,0,Region-16
37.94220519905154,90.53162385238687,80.80803036514872,0.757813305694266,57.81793932003657,7207.913956736185,13,0,Region-68
37.741728485302346,52.55836455005252,146.4178112301302,0.6706877646636611,14.92057647797991,8972.645060405688,10,1,Region-24
35.597510917152476,44.351339017268884,339.7540113682777,0.449130565893491,95.74719408932846,7754.4718847606855,4,0,Region-48
32.84063292308576,82.19680324253503,157.74460324111195,0.8906403862806171,81.3283503502891,9107.554138641643,10,0,Region-75
21.682799299900978,64.15158132940851,396.250840930733,0.6225784902212987,23.41881050224554,4368.282060948993,10,1,Region-94
23.232574281892276,95.20240315275421,65.22674358868042,0.9901984904623572,98.348398865944,9051.78052575786,5,0,Region-94
37.97108377054158,79.01530426561969,381.34308522730424,0.8193698179343586,76.32112349545372,6253.515621368905,13,0,Region-2
32.1285811931918,45.425138667499645,34.17585742528312,0.044309811238326224,52.5089485385478,8713.482784208767,7,0,Region-16
20.183941032332594,96.87139403521965,6.296306333747392,0.32059390708031776,65.02330509036159,489.8276513345705,13,0,Region-56
22.02943085732064,55.513435818414756,449.11175941608104,0.5718757164709517,19.606301381313777,6612.7385809440075,10,0,Region-76
33.27003538216111,60.23274942437715,290.6696084661493,0.7214695378714872,60.43703590140499,8494.953280891197,15,0,Region-74
20.101231676924375,64.13562482101253,175.91344854340574,0.5503364977619415,16.629496481535348,1824.6001330676775,6,0,Region-41
23.216161028349973,43.07345778425879,116.2973184819252,0.7861304224621818,59.036973140737175,6651.690641302739,7,0,Region-16
30.974675787331723,69.7909253338363,308.44289163040804,0.2826556527573446,59.74261198865069,8267.051670744651,9,0,Region-29
33.83790395385387,47.39910946451754,254.5010917683691,0.18391205123282506,88.69949066446695,2950.698759363107,5,0,Region-54
33.03922519005201,64.0582196013011,495.79888776499257,0.0539166837897701,75.25517502450646,4111.938646273281,15,0,Region-54
24.485386189211198,61.04258727952506,491.6079933268729,0.5733137445715221,32.45971529936081,5738.225413142272,10,0,Region-99
34.24358442695072,86.3704050055902,317.5122830708048,0.6885995206754952,89.95835279690712,5239.7601199571645,6,0,Region-100
24.744981749936002,88.19023069796387,221.43525305294526,0.3261497171193616,61.591839836320524,487.97499106764286,8,0,Region-40
26.507993963185356,49.20477294334528,245.57048456733105,0.6135841848558766,64.57415307166303,1076.853771045593,7,0,Region-29
34.92982810236048,61.99307124275357,341.239533118431,0.05215723085332924,25.208323229996047,1094.619135113177,17,0,Region-45
32.992657980944294,62.4011896619099,50.787272117690684,0.09929334629680364,87.19962363722026,2696.4522644418325,14,0,Region-30
36.98446820988356,49.084626636165105,164.1760369053591,0.7017547722584984,93.78686035148895,2534.0547167442473,17,0,Region-42
33.15225784600687,87.90721030307142,37.636120501801926,0.36806970521729876,79.74915845454173,7448.0015994893165,9,0,Region-16
31.36617206670943,82.4336997001254,36.68037975845978,0.6713340311030056,94.66772073805056,5770.169421559831,9,0,Region-38
21.87349535656185,51.42290717782208,97.91962094711687,0.8317211202799181,37.20699137101113,7663.363237987887,18,0,Region-63
27.35431606118867,62.00331451562794,242.62662729661344,0.8526224374761169,87.50072515264941,791.9709683676142,11,0,Region-91
25.30404735363451,46.348301491390856,392.38716058139465,0.17216764546445096,54.000382857736824,4903.620950968846,13,0,Region-87
24.87979286758167,77.69239582558264,242.74794558293627,0.4862855723513465,24.752548264922645,3305.3782347261676,7,0,Region-22
39.46021109504891,47.282315472917176,167.73830528043487,0.7339267236324865,70.1920539130061,8514.39917648189,12,0,Region-33
27.861954493335208,99.15605011749507,41.17649516837907,0.7739805962669104,71.5708243635291,7107.112653408042,13,0,Region-10
37.84093110354227,86.84092448127174,275.1477615915648,0.7846759807288776,35.82320623810212,8705.658861185284,5,0,Region-65
32.62277251994526,63.41431297503971,135.63429324158838,0.22816733438058445,12.474399846481305,559.6285118199946,12,0,Region-83
35.89622607083297,74.71383593676126,307.4670889585737,0.19253481772377334,27.9862533177007,7236.152546709344,11,0,Region-80
30.052741862103844,94.68050897298453,488.59386956620915,0.5900124682736959,45.97997929064981,5446.082686379822,12,0,Region-1
31.53807769252718,73.24595682374957,55.65716073877508,0.7410857977382197,25.08066199538817,8267.5002872541,8,0,Region-81
29.850353876377277,50.46990918387731,106.06269936096996,0.3191395155341933,27.462695341564377,5120.889850165628,11,0,Region-82
23.90485975596089,62.72220133486956,236.54726904968737,0.10470515686242154,45.22515979440426,5448.069871228899,9,0,Region-18
34.44904230523011,90.58869190178473,484.30690767296477,0.7167463829100775,96.56079528777043,612.4970713264447,8,0,Region-99
25.615447248817116,78.65278095937708,385.9048881349978,0.2996978313800045,78.78191638668835,6718.37636385607,5,0,Region-44
20.486319328629076,79.04346306002802,449.11459658141507,0.16636272431172183,38.77735611039077,2804.0847684899954,14,0,Region-59
32.909445918143355,92.00928914130935,166.85742423789645,0.14772352839713165,95.64436620266933,294.9698295703229,10,0,Region-13
